"InteractorAChr","InteractorAStart","InteractorAEnd","InteractorBChr","InteractorBStart","InteractorBEnd","Agene","Bgene","Organism","CellTissue","Detection_Method","Confidence_Score1","Confidence_Score2","Contact_Frequency","Pubmed_ID"
"chr11",116632281,116638382,"chr11",116640445,116645326,"BUD13,ENSG00000137656","BUD13,ENSG00000137656","hg19","K562","ChIA-PET",2e-05,2e-05,11,22265404
"chr11",116640826,116647297,"chr11",116653918,116662878,"BUD13,ENSG00000137656","ZNF259,APOA5,ENSG00000109917,ENSG00000110243","hg19","MCF7","ChIA-PET",1e-37,1e-37,17,22265404
"chr11",116640947,116645702,"chr11",116652328,116660420,"BUD13,ENSG00000137656","ZNF259,ENSG00000109917","hg19","K562","ChIA-PET",5.8e-11,5.8e-11,15,22265404
"chr11",116651433,116656641,"chr11",116656814,116659714,"ZNF259,ENSG00000109917","ZNF259,ENSG00000109917","hg19","MCF7","ChIA-PET",8e-41,8e-41,8,22265404
"chr11",116657498,116660279,"chr11",116660371,116663487,"ZNF259,ENSG00000109917","APOA5,ENSG00000110243","hg19","K562","ChIA-PET",8e-12,8e-12,8,22265404
"chr1",111668576,111674228,"chr1",111680492,111682819,"DRAM2,ENSG00000156171","DRAM2,CEPT1,ENSG00000156171,ENSG00000134255","hg19","MCF7","ChIA-PET",1e-10,1e-10,6,22265404
"chr11",116738268,116743910,"chr11",116745712,116750430,"SIK3,ENSG00000160584","SIK3,ENSG00000160584","hg19","K562","ChIA-PET",0,0,8,22265404
"chr1",111680226,111686492,"chr1",111738541,111749051,"DRAM2,CEPT1,ENSG00000156171,ENSG00000134255","DENND2D,CHI3L2,ENSG00000162777,ENSG00000064886","hg19","MCF7","ChIA-PET",6e-16,6e-16,24,22265404
"chr1",111681041,111684721,"chr1",111730768,111734481,"DRAM2,CEPT1,ENSG00000156171,ENSG00000134255","DENND2D,ENSG00000162777","hg19","K562","ChIA-PET",6e-21,6e-21,4,22265404
"chr1",111681233,111685463,"chr1",111745206,111749633,"DRAM2,CEPT1,ENSG00000156171,ENSG00000134255","DENND2D,ENSG00000162777","hg19","MCF7","ChIA-PET",2e-32,2e-32,6,22265404
"chr11",117013332,117016766,"chr11",117101520,117104327,"PAFAH1B2,ENSG00000168092","PCSK7,RNF214,ENSG00000160613,ENSG00000167257","hg19","MCF7","ChIA-PET",2e-27,2e-27,5,22265404
"chr11",117013799,117017770,"chr11",117099184,117104266,"PAFAH1B2,ENSG00000168092","PCSK7,RNF214,ENSG00000160613,ENSG00000167257","hg19","MCF7","ChIA-PET",1e-11,1e-11,5,22265404
"chr11",117046823,117050618,"chr11",117093470,117096065,"SIDT2,ENSG00000149577","PCSK7,ENSG00000160613","hg19","K562","ChIA-PET",6e-26,6e-26,4,22265404
"chr11",117046823,117053305,"chr11",117092878,117100107,"SIDT2,ENSG00000149577","PCSK7,ENSG00000160613","hg19","K562","ChIA-PET",7.99e-16,7.99e-16,9,22265404
"chr11",117048239,117052453,"chr11",117055186,117059497,"SIDT2,ENSG00000149577","SIDT2,ENSG00000149577","hg19","K562","ChIA-PET",4e-18,4e-18,5,22265404
"chr11",117057680,117060596,"chr11",117086132,117089384,"SIDT2,ENSG00000149577","PCSK7,ENSG00000160613","hg19","K562","ChIA-PET",8e-13,8e-13,5,22265404
"chr11",117067905,117072542,"chr11",117087473,117093247,"TAGLN,ENSG00000149591","PCSK7,ENSG00000160613","hg19","MCF7","ChIA-PET",8e-16,8e-16,6,22265404
"chr11",117092423,117095906,"chr11",117097956,117103555,"PCSK7,ENSG00000160613","PCSK7,RNF214,ENSG00000160613,ENSG00000167257","hg19","MCF7","ChIA-PET",0,0,6,22265404
"chr1",111715716,111719012,"chr1",111744771,111747328,"CEPT1,ENSG00000134255","DENND2D,ENSG00000162777","hg19","MCF7","ChIA-PET",3e-11,3e-11,4,22265404
"chr1",111716291,111724352,"chr1",111724877,111731449,"CEPT1,ENSG00000134255","CEPT1,ENSG00000134255","hg19","K562","ChIA-PET",4e-21,4e-21,12,22265404
"chr11",117183234,117189664,"chr11",117196521,117200412,"BACE1,CEP164,ENSG00000186318,ENSG00000110274","CEP164,ENSG00000110274","hg19","MCF7","ChIA-PET",2e-17,2e-17,8,22265404
"chr1",111721484,111726146,"chr1",111731032,111735140,"CEPT1,ENSG00000134255","DENND2D,ENSG00000162777","hg19","MCF7","ChIA-PET",4e-10,4e-10,5,22265404
"chr1",111744888,111747928,"chr1",111990416,111995718,"DENND2D,ENSG00000162777","WDR77,ATP5F1,ENSG00000116455,ENSG00000116459","hg19","MCF7","ChIA-PET",6e-12,6e-12,6,22265404
"chr11",117694988,117698304,"chr11",117699053,117703447,"FXYD2,ENSG00000137731","FXYD2,ENSG00000137731","hg19","MCF7","ChIA-PET",3e-10,3e-10,4,22265404
"chr1",111770005,111774840,"chr1",111775567,111780487,"CHI3L2,ENSG00000064886","CHI3L2,ENSG00000064886","hg19","MCF7","ChIA-PET",9e-13,9e-13,7,22265404
"chr1",111775061,111778131,"chr1",111778209,111782565,"CHI3L2,ENSG00000064886","CHI3L2,ENSG00000064886","hg19","MCF7","ChIA-PET",4e-17,4e-17,4,22265404
"chr11",117853358,117857435,"chr11",117858986,117865335,"IL10RA,ENSG00000110324","IL10RA,ENSG00000110324","hg19","K562","ChIA-PET",0,0,6,22265404
"chr11",117861028,117864694,"chr11",117865474,117869912,"IL10RA,ENSG00000110324","IL10RA,ENSG00000110324","hg19","K562","ChIA-PET",2.55e-35,2.55e-35,5,22265404
"chr11",117973631,117976907,"chr11",117983273,117985827,"TMPRSS4,ENSG00000137648","TMPRSS4,ENSG00000137648","hg19","K562","ChIA-PET",2e-19,2e-19,4,22265404
"chr11",118268262,118273727,"chr11",118304519,118309510,"RP11-770J1.5,ATP5L,ENSG00000167283","RP11-770J1.4,KMT2A,ENSG00000118058","hg19","K562","ChIA-PET",0,0,9,22265404
"chr11",118269180,118273704,"chr11",118441782,118445367,"RP11-770J1.5,ATP5L,ENSG00000167283","IFT46,ARCN1,ENSG00000118096,ENSG00000095139","hg19","K562","ChIA-PET",1e-06,1e-06,4,22265404
"chr11",118373669,118378287,"chr11",118379046,118382579,"KMT2A,ENSG00000118058","KMT2A,ENSG00000118058","hg19","K562","ChIA-PET",5.92e-25,5.92e-25,5,22265404
"chr11",118397420,118401321,"chr11",118401586,118405732,"TTC36,ENSG00000172425","TMEM25,ENSG00000149582","hg19","MCF7","ChIA-PET",9e-16,9e-16,4,22265404
"chr11",118399278,118402818,"chr11",118478357,118482059,"TMEM25,ENSG00000149582","PHLDB1,ENSG00000019144","hg19","K562","ChIA-PET",1.47e-09,1.47e-09,4,22265404
"chr11",118427809,118433175,"chr11",118433803,118437633,"IFT46,ENSG00000118096","IFT46,ENSG00000118096","hg19","MCF7","ChIA-PET",1e-08,1e-08,6,22265404
"chr11",118428613,118432989,"chr11",118434907,118437473,"IFT46,ENSG00000118096","IFT46,ENSG00000118096","hg19","MCF7","ChIA-PET",6e-41,6e-41,5,22265404
"chr11",118433576,118439361,"chr11",118441517,118445726,"IFT46,ENSG00000118096","IFT46,ARCN1,ENSG00000118096,ENSG00000095139","hg19","MCF7","ChIA-PET",2e-23,2e-23,10,22265404
"chr11",118434391,118438597,"chr11",118440778,118446564,"IFT46,ENSG00000118096","IFT46,ARCN1,ENSG00000118096,ENSG00000095139","hg19","K562","ChIA-PET",0,0,14,22265404
"chr11",118440556,118444703,"chr11",118478700,118483097,"IFT46,ARCN1,ENSG00000118096,ENSG00000095139","PHLDB1,ENSG00000019144","hg19","K562","ChIA-PET",1e-06,1e-06,5,22265404
"chr11",118443008,118445481,"chr11",118477614,118481911,"IFT46,ARCN1,ENSG00000118096,ENSG00000095139","PHLDB1,ENSG00000019144","hg19","K562","ChIA-PET",1.44e-15,1.44e-15,6,22265404
"chr11",118476836,118484238,"chr11",118486564,118496538,"PHLDB1,ENSG00000019144","PHLDB1,ENSG00000019144","hg19","MCF7","ChIA-PET",1e-10,1e-10,19,22265404
"chr11",118477537,118479709,"chr11",118507153,118511748,"PHLDB1,ENSG00000019144","PHLDB1,ENSG00000019144","hg19","K562","ChIA-PET",9.91e-10,9.91e-10,4,22265404
"chr11",118478046,118481007,"chr11",118482817,118486368,"PHLDB1,ENSG00000019144","PHLDB1,ENSG00000019144","hg19","MCF7","ChIA-PET",6e-10,6e-10,4,22265404
"chr11",118478214,118481441,"chr11",118510099,118513014,"PHLDB1,ENSG00000019144","PHLDB1,ENSG00000019144","hg19","MCF7","ChIA-PET",9e-25,9e-25,4,22265404
"chr11",118487678,118493176,"chr11",118504625,118507130,"PHLDB1,ENSG00000019144","PHLDB1,ENSG00000019144","hg19","K562","ChIA-PET",4.4e-14,4.4e-14,4,22265404
"chr11",118491334,118496112,"chr11",118792951,118797473,"PHLDB1,ENSG00000019144","BCL9L,UPK2,ENSG00000186174,ENSG00000110375","hg19","MCF7","ChIA-PET",2e-18,2e-18,6,22265404
"chr11",118500587,118503481,"chr11",118503717,118508011,"PHLDB1,ENSG00000019144","PHLDB1,ENSG00000019144","hg19","K562","ChIA-PET",9.78e-12,9.78e-12,4,22265404
"chr11",118505117,118508442,"chr11",118509887,118513289,"PHLDB1,ENSG00000019144","PHLDB1,ENSG00000019144","hg19","MCF7","ChIA-PET",0,0,5,22265404
"chr11",118510532,118514587,"chr11",118514982,118518530,"PHLDB1,ENSG00000019144","PHLDB1,ENSG00000019144","hg19","MCF7","ChIA-PET",2e-11,2e-11,5,22265404
"chr11",118657456,118664011,"chr11",118786024,118802179,"DDX6,ENSG00000110367","BCL9L,UPK2,ENSG00000186174,ENSG00000110375","hg19","MCF7","ChIA-PET",3e-26,3e-26,46,22265404
"chr11",118658552,118665731,"chr11",118789173,118802833,"DDX6,ENSG00000110367","BCL9L,UPK2,ENSG00000186174,ENSG00000110375","hg19","MCF7","ChIA-PET",3e-08,3e-08,48,22265404
"chr11",118658718,118663805,"chr11",118775734,118781792,"DDX6,ENSG00000110367","BCL9L,ENSG00000186174","hg19","MCF7","ChIA-PET",1e-05,1e-05,7,22265404
"chr11",118659316,118666725,"chr11",118776285,118785969,"DDX6,ENSG00000110367","BCL9L,ENSG00000186174","hg19","MCF7","ChIA-PET",3e-08,3e-08,23,22265404
"chr11",118659442,118663461,"chr11",118784479,118790649,"DDX6,ENSG00000110367","BCL9L,ENSG00000186174","hg19","K562","ChIA-PET",0,0,6,22265404
"chr11",118659725,118663292,"chr11",118964558,118969596,"DDX6,ENSG00000110367","H2AFX,DPAGT1,ENSG00000188486,ENSG00000172269","hg19","K562","ChIA-PET",7e-21,7e-21,6,22265404
"chr11",118659848,118663475,"chr11",118778880,118784361,"DDX6,ENSG00000110367","BCL9L,ENSG00000186174","hg19","K562","ChIA-PET",1e-08,1e-08,7,22265404
"chr11",118659848,118665753,"chr11",118781834,118785862,"DDX6,ENSG00000110367","BCL9L,ENSG00000186174","hg19","MCF7","ChIA-PET",2e-10,2e-10,8,22265404
"chr11",118659940,118663416,"chr11",118781793,118784361,"DDX6,ENSG00000110367","BCL9L,ENSG00000186174","hg19","K562","ChIA-PET",4.34e-13,4.34e-13,6,22265404
"chr11",118660036,118662684,"chr11",118867917,118869959,"DDX6,ENSG00000110367","CCDC84,ENSG00000186166","hg19","MCF7","ChIA-PET",3e-19,3e-19,4,22265404
"chr11",118660490,118663581,"chr11",118825645,118829758,"DDX6,ENSG00000110367","UPK2,ENSG00000110375","hg19","MCF7","ChIA-PET",4e-41,4e-41,8,22265404
"chr11",118661000,118663932,"chr11",118936375,118938796,"DDX6,ENSG00000110367","VPS11,ENSG00000160695","hg19","MCF7","ChIA-PET",3e-11,3e-11,4,22265404
"chr11",118661354,118664185,"chr11",118753430,118755550,"DDX6,ENSG00000110367","CXCR5,ENSG00000160683","hg19","K562","ChIA-PET",1.33e-33,1.33e-33,4,22265404
"chr11",118776326,118783190,"chr11",118825678,118830219,"BCL9L,ENSG00000186174","UPK2,ENSG00000110375","hg19","MCF7","ChIA-PET",3e-12,3e-12,11,22265404
"chr11",118777008,118780625,"chr11",118963715,118967288,"BCL9L,ENSG00000186174","H2AFX,ENSG00000188486","hg19","K562","ChIA-PET",2e-42,2e-42,5,22265404
"chr11",118778676,118784976,"chr11",118824838,118829916,"BCL9L,ENSG00000186174","UPK2,ENSG00000110375","hg19","MCF7","ChIA-PET",2e-07,2e-07,7,22265404
"chr11",118778959,118784067,"chr11",118963519,118967303,"BCL9L,ENSG00000186174","H2AFX,ENSG00000188486","hg19","MCF7","ChIA-PET",8e-21,8e-21,5,22265404
"chr11",118779840,118782500,"chr11",118927239,118930133,"BCL9L,ENSG00000186174","HYOU1,ENSG00000149428","hg19","K562","ChIA-PET",2.59e-15,2.59e-15,4,22265404
"chr11",118779878,118784053,"chr11",118824317,118828581,"BCL9L,ENSG00000186174","UPK2,ENSG00000110375","hg19","K562","ChIA-PET",5.55e-14,5.55e-14,6,22265404
"chr11",118780010,118788367,"chr11",118963412,118968733,"BCL9L,ENSG00000186174","H2AFX,ENSG00000188486","hg19","K562","ChIA-PET",8.26e-23,8.26e-23,14,22265404
"chr11",118780421,118786458,"chr11",118886861,118890521,"BCL9L,ENSG00000186174","RPS25,TRAPPC4,ENSG00000118181,ENSG00000196655","hg19","MCF7","ChIA-PET",2e-27,2e-27,8,22265404
"chr11",118780970,118785373,"chr11",118964703,118967082,"BCL9L,ENSG00000186174","H2AFX,ENSG00000188486","hg19","MCF7","ChIA-PET",2e-10,2e-10,4,22265404
"chr11",118781291,118784275,"chr11",118962814,118966550,"BCL9L,ENSG00000186174","HMBS,H2AFX,ENSG00000256269,ENSG00000188486","hg19","K562","ChIA-PET",2e-10,2e-10,4,22265404
"chr11",118786528,118790642,"chr11",118824007,118828545,"BCL9L,ENSG00000186174","UPK2,ENSG00000110375","hg19","MCF7","ChIA-PET",1e-13,1e-13,6,22265404
"chr11",118787676,118803768,"chr11",118822121,118830330,"BCL9L,UPK2,ENSG00000186174,ENSG00000110375","UPK2,ENSG00000110375","hg19","MCF7","ChIA-PET",0,0,34,22265404
"chr11",118788830,118793714,"chr11",118955001,118960252,"BCL9L,ENSG00000186174","HMBS,ENSG00000256269","hg19","K562","ChIA-PET",7e-23,7e-23,5,22265404
"chr11",118792391,118796140,"chr11",118964570,118966348,"UPK2,ENSG00000110375","H2AFX,ENSG00000188486","hg19","MCF7","ChIA-PET",1e-09,1e-09,4,22265404
"chr11",118795047,118798549,"chr11",118824729,118829038,"BCL9L,UPK2,ENSG00000186174,ENSG00000110375","UPK2,ENSG00000110375","hg19","MCF7","ChIA-PET",6e-11,6e-11,5,22265404
"chr11",118795303,118798254,"chr11",118884822,118889782,"BCL9L,UPK2,ENSG00000186174,ENSG00000110375","RPS25,TRAPPC4,ENSG00000118181,ENSG00000196655","hg19","K562","ChIA-PET",1e-29,1e-29,4,22265404
"chr11",118826007,118829703,"chr11",118885654,118888946,"UPK2,ENSG00000110375","RPS25,ENSG00000118181","hg19","MCF7","ChIA-PET",1e-09,1e-09,4,22265404
"chr11",118841621,118844865,"chr11",118849256,118852922,"FOXR1,ENSG00000176302","FOXR1,ENSG00000176302","hg19","K562","ChIA-PET",2e-12,2e-12,4,22265404
"chr11",118865546,118870717,"chr11",118963698,118967684,"CCDC84,ENSG00000186166","H2AFX,ENSG00000188486","hg19","K562","ChIA-PET",5e-10,5e-10,10,22265404
"chr11",118867086,118870279,"chr11",118926325,118929235,"CCDC84,ENSG00000186166","HYOU1,ENSG00000149428","hg19","K562","ChIA-PET",0,0,4,22265404
"chr11",118867086,118871579,"chr11",118925915,118929177,"CCDC84,ENSG00000186166","HYOU1,ENSG00000149428","hg19","K562","ChIA-PET",4e-09,4e-09,6,22265404
"chr11",118867768,118874143,"chr11",118880374,118887165,"CCDC84,ENSG00000186166","CCDC84,ENSG00000186166","hg19","MCF7","ChIA-PET",7e-14,7e-14,12,22265404
"chr11",118867776,118871636,"chr11",118887629,118892585,"CCDC84,ENSG00000186166","RPS25,TRAPPC4,ENSG00000118181,ENSG00000196655","hg19","MCF7","ChIA-PET",4e-08,4e-08,7,22265404
"chr11",118867934,118871625,"chr11",118963898,118966814,"CCDC84,ENSG00000186166","H2AFX,ENSG00000188486","hg19","K562","ChIA-PET",9.17e-14,9.17e-14,4,22265404
"chr11",118880136,118882550,"chr11",118925979,118928895,"CCDC84,ENSG00000186166","HYOU1,ENSG00000149428","hg19","K562","ChIA-PET",1e-10,1e-10,4,22265404
"chr11",118883850,118890831,"chr11",118964648,118969311,"CCDC84,RPS25,TRAPPC4,ENSG00000186166,ENSG00000118181,ENSG00000196655","H2AFX,DPAGT1,ENSG00000188486,ENSG00000172269","hg19","K562","ChIA-PET",2e-08,2e-08,9,22265404
"chr11",118884898,118892067,"chr11",118926275,118930637,"RPS25,TRAPPC4,ENSG00000118181,ENSG00000196655","HYOU1,ENSG00000149428","hg19","K562","ChIA-PET",6.69e-18,6.69e-18,12,22265404
"chr11",118886030,118889761,"chr11",118926702,118930008,"RPS25,TRAPPC4,ENSG00000118181,ENSG00000196655","HYOU1,ENSG00000149428","hg19","MCF7","ChIA-PET",1e-18,1e-18,7,22265404
"chr11",118886174,118892113,"chr11",118954047,118960203,"RPS25,TRAPPC4,ENSG00000118181,ENSG00000196655","HMBS,ENSG00000256269","hg19","K562","ChIA-PET",2e-08,2e-08,9,22265404
"chr11",118886451,118892113,"chr11",118953904,118960147,"RPS25,TRAPPC4,ENSG00000118181,ENSG00000196655","HMBS,ENSG00000256269","hg19","K562","ChIA-PET",1.36e-22,1.36e-22,8,22265404
"chr11",118887448,118892094,"chr11",118963341,118966543,"RPS25,TRAPPC4,ENSG00000118181,ENSG00000196655","H2AFX,ENSG00000188486","hg19","MCF7","ChIA-PET",1e-32,1e-32,9,22265404
"chr11",118887625,118890163,"chr11",118964648,118966464,"RPS25,TRAPPC4,ENSG00000118181,ENSG00000196655","H2AFX,ENSG00000188486","hg19","K562","ChIA-PET",3.45e-11,3.45e-11,6,22265404
"chr11",118889000,118892860,"chr11",118964553,118967390,"RPS25,TRAPPC4,ENSG00000118181,ENSG00000196655","H2AFX,ENSG00000188486","hg19","MCF7","ChIA-PET",7e-11,7e-11,5,22265404
"chr11",118892316,118897443,"chr11",118924599,118928378,"TRAPPC4,ENSG00000196655","HYOU1,ENSG00000149428","hg19","K562","ChIA-PET",3.18e-22,3.18e-22,6,22265404
"chr11",118894371,118906553,"chr11",118960967,118967642,"SLC37A4,ENSG00000137700","HMBS,H2AFX,ENSG00000256269,ENSG00000188486","hg19","K562","ChIA-PET",2e-32,2e-32,24,22265404
"chr11",118895839,118906486,"chr11",118917605,118930731,"SLC37A4,ENSG00000137700","HYOU1,ENSG00000149428","hg19","K562","ChIA-PET",4e-10,4e-10,27,22265404
"chr11",118897214,118903761,"chr11",118962445,118967721,"SLC37A4,ENSG00000137700","HMBS,H2AFX,ENSG00000256269,ENSG00000188486","hg19","K562","ChIA-PET",1.83e-13,1.83e-13,16,22265404
"chr11",118897883,118903294,"chr11",118926241,118930223,"SLC37A4,ENSG00000137700","HYOU1,ENSG00000149428","hg19","K562","ChIA-PET",3.15e-10,3.15e-10,9,22265404
"chr11",118898867,118903068,"chr11",118926894,118929679,"SLC37A4,ENSG00000137700","HYOU1,ENSG00000149428","hg19","MCF7","ChIA-PET",3e-13,3e-13,6,22265404
"chr11",118899139,118903378,"chr11",118963842,118967935,"SLC37A4,ENSG00000137700","H2AFX,ENSG00000188486","hg19","MCF7","ChIA-PET",1e-25,1e-25,7,22265404
"chr11",118899228,118901393,"chr11",118971185,118973481,"SLC37A4,ENSG00000137700","DPAGT1,C2CD2L,ENSG00000172269,ENSG00000172375","hg19","MCF7","ChIA-PET",5e-14,5e-14,4,22265404
"chr11",118899677,118903996,"chr11",118963552,118967885,"SLC37A4,ENSG00000137700","H2AFX,ENSG00000188486","hg19","MCF7","ChIA-PET",9e-15,9e-15,6,22265404
"chr11",118899927,118903784,"chr11",118936367,118939996,"SLC37A4,ENSG00000137700","VPS11,ENSG00000160695","hg19","MCF7","ChIA-PET",1e-12,1e-12,4,22265404
"chr11",118900026,118904744,"chr11",118925460,118928843,"SLC37A4,ENSG00000137700","HYOU1,ENSG00000149428","hg19","MCF7","ChIA-PET",5e-12,5e-12,8,22265404
"chr11",118918558,118930768,"chr11",118954051,118961887,"HYOU1,ENSG00000149428","HMBS,ENSG00000256269","hg19","K562","ChIA-PET",1.12e-09,1.12e-09,27,22265404
"chr11",118920655,118930077,"chr11",118962905,118967504,"HYOU1,ENSG00000149428","HMBS,H2AFX,ENSG00000256269,ENSG00000188486","hg19","MCF7","ChIA-PET",1e-09,1e-09,13,22265404
"chr11",118920723,118930135,"chr11",118961893,118968769,"HYOU1,ENSG00000149428","HMBS,H2AFX,ENSG00000256269,ENSG00000188486","hg19","K562","ChIA-PET",1.43e-10,1.43e-10,40,22265404
"chr11",118925635,118931581,"chr11",118964134,118966513,"HYOU1,ENSG00000149428","H2AFX,ENSG00000188486","hg19","MCF7","ChIA-PET",1e-13,1e-13,9,22265404
"chr11",118926570,118930213,"chr11",119188082,119191129,"HYOU1,ENSG00000149428","MCAM,ENSG00000076706","hg19","K562","ChIA-PET",0,0,5,22265404
"chr11",118926604,118931546,"chr11",118936758,118940150,"HYOU1,ENSG00000149428","VPS11,ENSG00000160695","hg19","MCF7","ChIA-PET",3e-10,3e-10,8,22265404
"chr11",118927270,118929319,"chr11",118968991,118971798,"HYOU1,ENSG00000149428","DPAGT1,ENSG00000172269","hg19","K562","ChIA-PET",0,0,4,22265404
"chr11",118934883,118944882,"chr11",118954332,118968581,"VPS11,ENSG00000160695","HMBS,H2AFX,ENSG00000256269,ENSG00000188486","hg19","MCF7","ChIA-PET",6e-12,6e-12,32,22265404
"chr11",118936987,118939995,"chr11",118964731,118966548,"VPS11,ENSG00000160695","H2AFX,ENSG00000188486","hg19","MCF7","ChIA-PET",2e-08,2e-08,4,22265404
"chr11",118937567,118939947,"chr11",118955180,118957899,"VPS11,ENSG00000160695","HMBS,ENSG00000256269","hg19","MCF7","ChIA-PET",2e-40,2e-40,5,22265404
"chr11",118952915,118956799,"chr11",119186960,119190950,"HMBS,ENSG00000256269","MCAM,ENSG00000076706","hg19","K562","ChIA-PET",7e-08,7e-08,4,22265404
"chr11",118960751,118969330,"chr11",119186643,119195020,"HMBS,H2AFX,DPAGT1,ENSG00000256269,ENSG00000188486,ENSG00000172269","MCAM,ENSG00000076706","hg19","K562","ChIA-PET",1e-25,1e-25,16,22265404
"chr11",118961136,118968687,"chr11",119053355,119061386,"HMBS,H2AFX,ENSG00000256269,ENSG00000188486","PDZD3,ENSG00000172367","hg19","K562","ChIA-PET",0,0,10,22265404
"chr11",118961636,118968446,"chr11",119055063,119062873,"HMBS,H2AFX,ENSG00000256269,ENSG00000188486","PDZD3,ENSG00000172367","hg19","K562","ChIA-PET",0,0,12,22265404
"chr11",118962253,118968521,"chr11",119203886,119212024,"HMBS,H2AFX,ENSG00000256269,ENSG00000188486","RNF26,C1QTNF5,ENSG00000173456,ENSG00000223953","hg19","K562","ChIA-PET",1.46e-18,1.46e-18,17,22265404
"chr11",118962458,118966191,"chr11",119036077,119043405,"HMBS,H2AFX,ENSG00000256269,ENSG00000188486","NLRX1,ENSG00000160703","hg19","K562","ChIA-PET",1e-40,1e-40,8,22265404
"chr11",118962458,118966531,"chr11",119035844,119042522,"HMBS,H2AFX,ENSG00000256269,ENSG00000188486","NLRX1,ENSG00000160703","hg19","K562","ChIA-PET",3.98e-12,3.98e-12,8,22265404
"chr11",118962834,118967682,"chr11",118988120,118994172,"HMBS,H2AFX,ENSG00000256269,ENSG00000188486","HINFP,ENSG00000172273","hg19","MCF7","ChIA-PET",4e-08,4e-08,13,22265404
"chr11",118962924,118968486,"chr11",119073497,119078897,"HMBS,H2AFX,ENSG00000256269,ENSG00000188486","CBL,ENSG00000110395","hg19","K562","ChIA-PET",2.12e-08,2.12e-08,13,22265404
"chr11",118962924,118968486,"chr11",119075256,119078037,"HMBS,H2AFX,ENSG00000256269,ENSG00000188486","CBL,ENSG00000110395","hg19","K562","ChIA-PET",5e-11,5e-11,9,22265404
"chr11",118963367,118967936,"chr11",119062999,119070268,"H2AFX,ENSG00000188486","CCDC153,ENSG00000248712","hg19","K562","ChIA-PET",4.51e-18,4.51e-18,11,22265404
"chr11",118963399,118966875,"chr11",119062999,119068206,"H2AFX,ENSG00000188486","CCDC153,ENSG00000248712","hg19","K562","ChIA-PET",2e-10,2e-10,7,22265404
"chr11",118963567,118966393,"chr11",119062350,119067550,"H2AFX,ENSG00000188486","CCDC153,ENSG00000248712","hg19","MCF7","ChIA-PET",1e-38,1e-38,5,22265404
"chr11",118963642,118967210,"chr11",119044304,119048654,"H2AFX,ENSG00000188486","NLRX1,ENSG00000160703","hg19","K562","ChIA-PET",3e-26,3e-26,5,22265404
"chr11",118964455,118967949,"chr11",119188522,119192463,"H2AFX,ENSG00000188486","MCAM,ENSG00000076706","hg19","K562","ChIA-PET",1.89e-19,1.89e-19,7,22265404
"chr11",118964477,118968271,"chr11",118980605,118986627,"H2AFX,ENSG00000188486","C2CD2L,ENSG00000172375","hg19","MCF7","ChIA-PET",0,0,6,22265404
"chr11",118964631,118968165,"chr11",119065518,119069245,"H2AFX,ENSG00000188486","CCDC153,ENSG00000248712","hg19","MCF7","ChIA-PET",2e-37,2e-37,5,22265404
"chr11",118969358,118975457,"chr11",119186327,119191882,"DPAGT1,C2CD2L,ENSG00000172269,ENSG00000172375","MCAM,ENSG00000076706","hg19","K562","ChIA-PET",1e-11,1e-11,6,22265404
"chr11",118969712,118974477,"chr11",119075241,119078031,"DPAGT1,C2CD2L,ENSG00000172269,ENSG00000172375","CBL,ENSG00000110395","hg19","MCF7","ChIA-PET",2e-12,2e-12,4,22265404
"chr11",118976360,118981019,"chr11",119187687,119193697,"DPAGT1,C2CD2L,ENSG00000172269,ENSG00000172375","MCAM,ENSG00000076706","hg19","K562","ChIA-PET",9.76e-09,9.76e-09,8,22265404
"chr11",118989800,118994023,"chr11",119024032,119027167,"HINFP,ENSG00000172273","ABCG4,ENSG00000172350","hg19","K562","ChIA-PET",2e-07,2e-07,5,22265404
"chr11",118990268,118993692,"chr11",119075370,119078836,"HINFP,ENSG00000172273","CBL,ENSG00000110395","hg19","MCF7","ChIA-PET",5e-17,5e-17,4,22265404
"chr11",118990438,118993400,"chr11",119018321,119021860,"HINFP,ENSG00000172273","ABCG4,ENSG00000172350","hg19","MCF7","ChIA-PET",4e-07,4e-07,4,22265404
"chr11",118991212,118994582,"chr11",118997829,119003633,"HINFP,ENSG00000172273","HINFP,ENSG00000172273","hg19","MCF7","ChIA-PET",0,0,5,22265404
"chr11",118991743,118996083,"chr11",118998017,119003052,"HINFP,ENSG00000172273","HINFP,ENSG00000172273","hg19","K562","ChIA-PET",0,0,6,22265404
"chr11",119075487,119078827,"chr11",119189781,119194324,"CBL,ENSG00000110395","MCAM,ENSG00000076706","hg19","K562","ChIA-PET",3.55e-21,3.55e-21,6,22265404
"chr11",119075557,119078163,"chr11",119186372,119190795,"CBL,ENSG00000110395","MCAM,ENSG00000076706","hg19","K562","ChIA-PET",5e-23,5e-23,4,22265404
"chr11",119076410,119079096,"chr11",119191773,119194324,"CBL,ENSG00000110395","MCAM,ENSG00000076706","hg19","K562","ChIA-PET",1e-09,1e-09,4,22265404
"chr11",119178947,119183298,"chr11",119232752,119236267,"MCAM,ENSG00000076706","USP2,ENSG00000036672","hg19","K562","ChIA-PET",4e-08,4e-08,4,22265404
"chr11",119181954,119185798,"chr11",119185872,119190511,"MCAM,ENSG00000076706","MCAM,ENSG00000076706","hg19","MCF7","ChIA-PET",1e-05,1e-05,4,22265404
